"community,price,area,layout,site,total_height,toward,built_year"
"华发国际花园,330,130.0,3室2厅,高,17.0,南北,2021-01-01"
"五洲花城三期,1060,189.0,5室2厅,中,43.0,南北,2020-01-01"
"丽景名城,238,93.47,3室2厅,中,7.0,北,2008-01-01"
"锦园,288,127.0,3室2厅,低,33.0,东北,2012-01-01"
"金珠园,450,176.5,5室2厅,高,30.0,南,2007-01-01"
"时代保利中环广场,118,45.46,1室2厅,中,6.0,南,2019-01-01"
"金域廊院,200,88.46,3室2厅,中,11.0,东北,2006-01-01"
"时代廊桥,345,157.74,4室2厅,中,30.0,东南,2009-01-01"
"幸福里,160,84.15,3室2厅,低,18.0,南,2010-01-01"
"香怡园,262,109.21,3室2厅,中,14.0,南,2018-01-01"
"华电小区,98.8,76.09,3室2厅,顶,8.0,南,2005-01-01"
"盛东·江山赋,688,275.72,5室2厅,高,39.0,南北,2019-01-01"
"华发四季峰景,220,81.0,3室2厅,低,45.0,南,2019-01-01"
"中珠九悦,395,143.0,4室2厅,中,23.0,南,2012-01-01"
"银桦新村,210,99.45,3室2厅,中,7.0,北,1995-01-01"
"华发新城三期,210,92.63,2室2厅,低,27.0,南,2007-01-01"
"云顶澜山,213,104.35,3室2厅,高,29.0,南,2014-01-01"
"鸿基66号庭院,255,113.46,2室2厅,低,11.0,西南,2006-01-01"
"仁恒星园,598,214.54,5室2厅,高,30.0,北,2012-01-01"
"华发新城六期,210,86.99,3室2厅,低,32.0,西南,2013-01-01"
"华景西苑,160,82.0,2室2厅,中,5.0,西南,1993-01-01"
"荣泰河庭,160,89.46,3室2厅,高,9.0,南北,2005-01-01"
"中珠九悦,380,142.0,4室2厅,高,28.0,南,2012-01-01"
"绿景喜悦荟,245,97.49,3室1厅,低,30.0,西南,2019-01-01"
"中海寰宇天下,430,129.0,4室2厅,高,22.0,南北,2020-01-01"
"中海环宇城,230,85.53,2室2厅,低,38.0,东北,2018-01-01"
"银石雅园,250,108.06,3室2厅,中,17.0,南北,2004-01-01"
"鸿泰八零,230,96.0,3室2厅,高,18.0,东南,2008-01-01"
"时代保利中环广场,107,45.46,1室2厅,中,6.0,南,2019-01-01"
"中珠上城,260,105.81,4室2厅,中,17.0,北,2008-01-01"
"华发广场,375,90.0,3室2厅,中,45.0,南,2018-01-01"
"金地伊顿山,345,86.55,3室2厅,中,32.0,南,2012-01-01"
"招商花园城一期,225,88.46,3室2厅,中,23.0,南,2012-01-01"
"水木清华园,408,125.37,3室2厅,中,19.0,南,2006-01-01"
"华发新城五期,380,178.08,5室2厅,高,27.0,南,2010-01-01"
"鸿馨园,300,122.88,3室1厅,中,11.0,南北,2007-01-01"
"中海滨河湾,370,139.9,3室2厅,中,29.0,西南,2009-01-01"
"华发新城四期,325,140.93,4室2厅,中,24.0,东南,2008-01-01"
"城市印象,392,171.96,4室2厅,中,18.0,南,2018-01-01"
"恒裕水墨兰亭,515,119.68,4室2厅,高,30.0,南,2016-01-01"
"正方南湾首府,163,76.0,3室2厅,底,32.0,南北,2018-01-01"
"富华广场三期,225,88.84,3室2厅,高,11.0,东,2005-01-01"
"公园道,190,84.14,2室2厅,中,31.0,南,2018-01-01"
"万科城,160,88.29,3室2厅,低,34.0,南,2017-01-01"
"恒荣城市溪谷,650,165.0,4室2厅,高,37.0,南北,2018-01-01"
"华发山庄,338,115.0,3室2厅,中,12.0,南,2016-01-01"
"龙洲湾花园,410,223.09,4室2厅,低,32.0,东南,2003-01-01"
"棕榈四季,260,123.47,4室2厅,低,20.0,北,2011-01-01"
"华发峰景湾,258,98.19,3室2厅,高,39.0,南北,2018-01-01"
"东方顺景,148,77.71,2室2厅,中,26.0,北,2006-01-01"
"天一居,468.8,188.21,4室1厅,低,34.0,东南,2016-01-01"
"正方深悦湾花园,183,89.0,3室2厅,底,6.0,南,2006-01-01"
"凤凰花园,202,71.03,2室1厅,高,28.0,西北,2003-01-01"
"九洲花园,218,91.83,3室2厅,高,7.0,南,1999-01-01"
"鸿泰八零,215,93.82,3室2厅,中,18.0,东南,2009-01-01"
"海湾半山,459,174.18,3室2厅,低,32.0,东,2005-01-01"
"双瑞藏龙湾花园,259,95.0,3室2厅,高,47.0,南北,2021-01-01"
"新景雅苑,460,207.75,4室2厅,高,11.0,南,2007-01-01"
"中信红树湾,590,180.48,4室2厅,低,32.0,东南,2011-01-01"
"园林花园,240,109.64,3室2厅,中,18.0,北,2005-01-01"
"南香里,115,83.59,3室2厅,中,7.0,南,1992-01-01"
"鹏瑞·珠澳湾中心,155,70.0,1室1厅,高,40.0,南北,2023-01-01"
"中海富华里,195,81.17,2室2厅,中,29.0,西北,2014-01-01"
"华策南湾国际,215,91.2,3室2厅,低,31.0,南,2013-01-01"
"路福·星光上,240,120.0,3室2厅,中,32.0,南,2020-01-01"
"仁恒星园,800,226.39,4室2厅,中,22.0,南北,2007-01-01"
"银石雅园,205,105.37,3室2厅,底,11.0,北,2003-01-01"
"中海寰宇天下,396,99.0,3室2厅,底,6.0,西南,2006-01-01"
"春泽名园,192,97.05,3室2厅,低,11.0,南,2003-01-01"
"御景国际花园,407,156.71,5室2厅,高,32.0,南,2009-01-01"
"绿景玺悦湾,470,165.5,4室2厅,低,32.0,南,2021-01-01"
"金域廊院,320,136.0,3室2厅,中,25.0,南北,2007-01-01"
"华发峰景湾,288,98.19,3室1厅,低,39.0,南,2017-01-01"
"恒雅名园,113,81.94,3室1厅,顶,7.0,南,2003-01-01"
"山场花园,245,81.04,3室2厅,中,11.0,北,2006-01-01"
"晴朗新地,258,90.36,3室2厅,高,25.0,东北,2009-01-01"
"时代保利中环广场,320,103.27,3室2厅,中,31.0,南,2006-01-01"
"万科金域缇香,210,88.53,3室2厅,低,32.0,南,2018-01-01"
"岭秀城,259,121.64,3室2厅,低,29.0,南北,2018-01-01"
"银石雅园,149,73.35,2室2厅,底,17.0,南,2003-01-01"
"华发新城五期,190,89.63,3室2厅,低,30.0,西南,2010-01-01"
"五洲花城三期,620,145.0,4室2厅,中,32.0,北,2024-01-01"
"绿景玺悦湾,441,142.49,4室2厅,低,41.0,南北,2023-01-01"
"岭秀城,202,75.0,2室2厅,低,32.0,东南,2018-01-01"
"华发城建未来荟,195,92.04,3室2厅,高,39.0,东南,2017-01-01"
"诚丰银座,65,31.0,1室0厅,中,28.0,南北,2008-01-01"
"石竹苑,90,61.44,2室1厅,中,7.0,东,1996-01-01"
"乐而居花园,184.1,113.9,3室2厅,中,31.0,东南,2020-01-01"
"城市风景,245,115.0,3室2厅,低,17.0,南,2008-01-01"
"金域华府,320,83.0,3室2厅,中,32.0,南,2015-01-01"
"格力广场一期,238,89.0,2室2厅,高,32.0,南,2009-01-01"
"五洲花城二期,800,239.44,5室2厅,中,31.0,东南,2013-01-01"
"御景龙湖,380,119.77,4室2厅,高,18.0,南,2018-01-01"
"南湾国际花园,280,130.98,3室2厅,高,30.0,东南,2013-01-01"
"万科城,63,35.0,1室0厅,高,25.0,东北,2018-01-01"
"万和国际公馆二期,950,293.0,6室3厅,底,1.0,东,2009-01-01"
"龙光·海悦云天,345,109.0,3室2厅,高,28.0,南,2012-01-01"
"华发四季,450,136.95,3室2厅,中,11.0,南,2013-01-01"
"中珠豪庭,165,70.0,2室2厅,高,16.0,西北,2003-01-01"
"北欧森林,185,81.04,2室2厅,低,11.0,东,2004-01-01"
"银石雅园,250,108.06,3室2厅,中,17.0,南北,2004-01-01"
"棕榈四季,175,94.8,3室2厅,低,20.0,南,2011-01-01"
"恒荣城市溪谷,360,126.35,3室2厅,高,30.0,南北,2016-01-01"
"云顶澜山,240,104.0,3室2厅,中,31.0,南北,2014-01-01"
"仁恒星园,505,167.31,4室2厅,低,18.0,南,2007-01-01"
"万科珠宾花园,605,161.5,4室2厅,低,25.0,南北,2012-01-01"
"凤凰谷,800,260.3,4室2厅,中,28.0,东南,2014-01-01"
"仁恒星园,233,94.7,3室2厅,高,30.0,南,2008-01-01"
"万科城,99,54.56,1室2厅,中,22.0,西北,2018-01-01"
"石泉苑,153,63.46,3室2厅,中,8.0,东南,1999-01-01"
"南村豪苑,250,119.5,3室2厅,中,6.0,西南,2002-01-01"
"华发城建四季半岛,250,99.03,3室2厅,低,32.0,南,2021-01-01"
"华业临海,218,90.9,2室2厅,高,25.0,北,2009-01-01"
"三好名苑,205,70.97,2室2厅,中,11.0,南,2006-01-01"
"华发新城五期,210,89.81,3室2厅,中,30.0,北,2010-01-01"
"时代保利中环广场,229,83.57,3室2厅,高,31.0,西南,2019-01-01"
"南香里,115,83.59,3室2厅,中,7.0,南,1992-01-01"
"尚雅苑,630,277.29,5室2厅,高,17.0,南,2005-01-01"
"翠华新村南区,153,92.23,3室1厅,中,8.0,南,1997-01-01"
"荣泰河庭C区,300,135.21,4室2厅,高,11.0,南北,2008-01-01"
"世邦佰亚燕都,115,60.78,2室2厅,高,25.0,西南,2015-01-01"
"龙光玖龙湾,332,123.0,4室2厅,中,30.0,南,2022-01-01"
"金沙美地,310,101.0,4室2厅,高,18.0,南北,2011-01-01"
"格力海云居,90,49.0,1室1厅,中,25.0,南北,2020-01-01"
"仁恒星园,255,95.0,3室2厅,高,30.0,南,2011-01-01"
"龙洲湾花园,298,143.65,4室2厅,中,17.0,南北,2003-01-01"
"仁恒星园,230,95.0,3室2厅,高,28.0,南,2008-01-01"
"香柠花园,117,79.0,2室2厅,顶,7.0,南北,1997-01-01"
"日苑,185,104.95,3室2厅,中,7.0,南,2000-01-01"
"中信红树湾,798,235.21,5室2厅,低,44.0,南,2013-01-01"
"中信红树湾一期,600,211.58,4室2厅,中,44.0,东南,2012-01-01"
"杏花苑,122,76.86,2室2厅,高,8.0,南,1998-01-01"
"水湾六号,380,152.0,3室2厅,低,30.0,南,2007-01-01"
"芭堤雅境,150,81.0,2室2厅,高,17.0,南,2008-01-01"
"路福·星光上,282,120.0,3室2厅,中,32.0,南,2020-01-01"
"诚丰逸翠园,302,105.0,3室2厅,中,12.0,南,2005-01-01"
"仁恒星园,700,200.55,4室2厅,高,26.0,东南,2011-01-01"
"华发未来荟,120,64.39,2室1厅,中,38.0,南,2016-01-01"
"华发新城五期,790,310.6,5室2厅,高,29.0,南,2010-01-01"
"国维中央广场,233,73.07,2室2厅,高,19.0,南北,2019-01-01"
"华发世纪城四期,310,145.84,3室2厅,中,32.0,南北,2012-01-01"
"梅溪公安城,140,76.0,3室1厅,高,7.0,南北,1998-01-01"
"仁恒星园,478,174.21,3室2厅,低,24.0,南,2011-01-01"
"金沙美地,370,120.0,4室1厅,高,18.0,东南,2012-01-01"
"春晖秋实苑,360,129.67,4室2厅,高,11.0,南,2006-01-01"
"康和花园,183,90.19,3室2厅,高,29.0,南,2010-01-01"
"中信红树湾四期,555,146.0,4室2厅,中,32.0,南,2012-01-01"
"时代保利中环广场,335,128.64,4室1厅,中,44.0,西南,2019-01-01"
"荣泰河庭,133,79.0,2室2厅,中,11.0,北,2007-01-01"
"南湾国际花园,380,125.22,4室2厅,高,31.0,东,2013-01-01"
"仁恒滨海中心,1200,221.54,3室2厅,低,33.0,南,2016-01-01"
"龙光·玖榕湾,285,104.99,3室2厅,低,26.0,南,2022-01-01"
"日苑,120,70.0,2室2厅,高,7.0,南,2018-01-01"
"凤山府,178,91.43,2室2厅,高,34.0,南,2014-01-01"
"华发新城五期,186,89.63,3室1厅,高,30.0,东南,2011-01-01"
"双瑞藏龙湾花园,260,110.0,3室2厅,中,33.0,北,2021-01-01"
"万丰新园,135,79.86,2室1厅,中,11.0,南,2018-01-01"
"国维中央广场,139.9,71.0,2室2厅,低,33.0,南北,2021-01-01"
"华南名宇二期(海岸南,238,140.16,4室2厅,低,21.0,南,2007-01-01"
"财富世家,185,85.19,3室2厅,中,17.0,南,2014-01-01"
"华发城建四季半岛,199,75.63,2室2厅,低,31.0,东北,2018-01-01"
"城市印象,480,171.04,4室2厅,中,18.0,南北,2007-01-01"
"石泉苑,153,63.46,3室2厅,中,8.0,东南,1999-01-01"
"钰海帝景,799,267.74,5室3厅,中,30.0,南北,2009-01-01"
"云山诗意,450,166.8,4室2厅,中,23.0,东南,2008-01-01"
"万科城,175,92.24,3室2厅,高,41.0,南,2017-01-01"
"中信红树湾,515,171.0,4室2厅,中,32.0,南北,2011-01-01"
"万和国际公馆二期,790,295.41,7室2厅,底,3.0,南,2018-01-01"
"安居园,166,81.76,3室2厅,中,7.0,东南,1994-01-01"
"时代廊桥,345,157.74,4室2厅,中,30.0,东南,2009-01-01"
"华发峰景湾,315,136.0,4室2厅,低,38.0,东南,2015-01-01"
"二城心作,167,92.15,3室2厅,中,30.0,东南,2010-01-01"
"御景国际花园,295,110.0,3室2厅,低,32.0,南,2009-01-01"
"金域廊院,450,168.0,4室2厅,低,11.0,南,2008-01-01"
"富力优派广场,98,102.0,4室2厅,低,21.0,南北,2020-01-01"
"城市东岸,460,119.0,3室2厅,低,29.0,南,2016-01-01"
"华发四季,630,154.7,3室2厅,低,30.0,南北,2014-01-01"
"宝地康泰花园,268,144.25,3室2厅,低,17.0,南北,2006-01-01"
"水岸华都二期,130,63.16,3室2厅,高,32.0,南,2016-01-01"
"都会四季,248,99.0,4室2厅,中,30.0,南北,2023-01-01"
"中信红树湾南区,590,170.92,4室2厅,低,31.0,南北,2017-01-01"
"君怡花园,305,116.62,3室2厅,中,11.0,南北,2002-01-01"
"正方南湾首府,160,76.0,3室2厅,低,32.0,南北,2018-01-01"
"凤山府,204,85.5,2室2厅,低,34.0,南北,2021-01-01"
"华发四季,820,191.15,4室2厅,高,31.0,南北,2013-01-01"
"金地伊顿山,430,138.0,3室3厅,高,28.0,西,2010-01-01"
"幸福里,160,84.15,3室2厅,低,18.0,南,2010-01-01"
"龙光玖龙湾,299,108.62,3室1厅,中,50.0,东南,2018-01-01"
"万科城,205,89.0,3室2厅,高,24.0,南,2017-01-01"
"华发新城三期,520,226.26,4室2厅,低,29.0,东南,2007-01-01"
"金域华府,265,79.0,3室2厅,高,32.0,南,2003-01-01"
"五洲花城二期,850,239.0,4室2厅,高,31.0,南,2012-01-01"
"华发琴澳新城四季峰景,215,89.0,3室2厅,低,45.0,南,2023-01-01"
"华发世纪城二期,365,163.54,4室2厅,中,26.0,南北,2008-01-01"
"锦绣柠溪,260,145.7,3室2厅,高,17.0,南北,2003-01-01"
"华发国际花园,200,83.88,2室2厅,低,17.0,南,2006-01-01"
"幸福里,160,84.15,3室2厅,低,18.0,南,2010-01-01"
"城市风景,245,115.0,3室2厅,低,17.0,南,2008-01-01"
"万科城,215,121.3,3室2厅,低,34.0,西南,2018-01-01"
"香山人家,680,187.81,4室2厅,低,27.0,南北,2012-01-01"
"华发城建四季半岛,248,98.06,3室2厅,高,31.0,南,2018-01-01"
"香都三好名苑,358,117.6,3室2厅,低,11.0,南北,2005-01-01"
"五洲花城澳洲园,519,167.54,4室2厅,高,17.0,南北,2004-01-01"
"中信红树湾南区,620,170.04,4室2厅,低,32.0,南北,2017-01-01"
"南湾国际花园,280,130.98,3室2厅,高,30.0,东南,2013-01-01"
"华发山庄,620,233.68,5室2厅,中,11.0,南,2015-01-01"
"盈彩美居,430,155.0,4室2厅,高,17.0,南北,2009-01-01"
"仁恒星园,359,132.0,3室2厅,低,28.0,北,2008-01-01"
"鸿泰八零,230,96.0,3室2厅,高,18.0,东南,2008-01-01"
"中海富华里,210,91.55,2室2厅,低,29.0,东南,2013-01-01"
"岭南世家华景园,380,177.2,4室2厅,高,11.0,南,2003-01-01"
"云顶澜山,325,147.5,4室1厅,低,24.0,东南,2011-01-01"
"招商花园城二期,239,86.73,3室2厅,高,26.0,东南,2012-01-01"
"金域廊院,233,88.0,3室2厅,低,11.0,北,2007-01-01"
"中铁·诺德国际,450,138.67,4室2厅,高,39.0,西北,2018-01-01"
"华发世纪城二期,365,163.54,4室2厅,中,26.0,南北,2008-01-01"
"五洲花城三期,680,119.68,4室2厅,中,32.0,南,2019-01-01"
"海岸南山,253,140.16,4室2厅,低,22.0,南北,2008-01-01"
"君怡花园,316,119.08,3室2厅,高,11.0,南北,2002-01-01"
"翠花苑,122,78.86,3室2厅,中,7.0,南,1997-01-01"
"华发水岸,120,85.0,3室2厅,高,32.0,北,2016-01-01"
"御景国际花园,225,87.1,3室2厅,中,32.0,南,2009-01-01"
"云顶澜山,120,70.0,2室2厅,高,31.0,南,2024-01-01"
"中海寰宇天下,543,169.0,4室2厅,中,25.0,南北,2020-01-01"
"南湾国际花园,550,230.0,6室2厅,顶,30.0,南,2013-01-01"
"路福鸿馨园,290,133.48,4室2厅,中,17.0,南,2009-01-01"
"华发四季,520,153.8,3室2厅,中,31.0,南北,2013-01-01"
"世邦佰亚燕都,147,74.76,3室2厅,高,32.0,东,2015-01-01"
"雍和花园,152,91.05,2室2厅,中,22.0,南,1997-01-01"
"万科金域蓝湾,428,104.97,3室2厅,中,47.0,东,2008-01-01"
"万科城,220,110.95,4室2厅,高,34.0,南,2017-01-01"
"五洲花城二期,930,239.44,5室2厅,中,31.0,南北,2012-01-01"
"恒裕水墨兰亭,410,93.11,3室2厅,低,30.0,南,2016-01-01"
"翠前新村,102,57.09,2室1厅,中,7.0,南,1994-01-01"
"龙光·海悦云天,350,107.0,4室2厅,底,28.0,南,2012-01-01"
"华发新城三期,370,164.0,4室2厅,低,26.0,南北,2007-01-01"
"富华广场三期,254,88.41,3室2厅,高,11.0,南,2008-01-01"
"中海寰宇天下,312,97.0,3室2厅,高,22.0,南北,2021-01-01"
"幸福里,169,81.42,3室2厅,高,18.0,西南,2010-01-01"
"华发世纪城三期,233,113.51,2室2厅,低,31.0,北,2009-01-01"
"东方傲景峰,320,120.71,3室1厅,高,27.0,东,2007-01-01"
"万科城,180,89.0,3室2厅,高,24.0,东南,2017-01-01"
"时代保利中环广场,235,82.57,3室2厅,低,30.0,南,2020-01-01"
"荣泰河庭,260,136.87,3室2厅,中,11.0,南,2006-01-01"
"中海寰宇天下,296,86.93,3室2厅,高,22.0,南,2020-01-01"
"仁恒星园,415,126.73,4室3厅,高,26.0,南北,2011-01-01"
"金地伊顿山,550,165.97,4室2厅,低,30.0,西南,2012-01-01"
"华南名宇二期(海岸南,238,140.16,4室2厅,低,21.0,南,2007-01-01"
"招商花园城二期,251,87.33,3室2厅,中,24.0,南,2013-01-01"
"仁恒星园,280,94.74,3室1厅,高,30.0,南,2012-01-01"
"御景国际花园,255,89.22,3室1厅,低,32.0,南,2011-01-01"
"仁恒星园,285,96.03,2室2厅,低,26.0,南,2012-01-01"
"恒荣城市溪谷,567,165.0,4室2厅,高,37.0,南北,2018-01-01"
"琴澳新城四季半岛钻石,615,169.0,5室2厅,低,9.0,南北,2021-01-01"
"华发山庄,488,191.0,4室2厅,低,16.0,南,2015-01-01"
"国维中央广场,233,73.07,2室2厅,高,19.0,南北,2019-01-01"
"中邦浪琴湾,170,97.74,3室2厅,中,32.0,南,2018-01-01"
"南厦丰泽园,235,101.77,3室2厅,中,11.0,北,2005-01-01"
"华发新城五期,243,89.63,3室2厅,中,30.0,西,2008-01-01"
"中珠九悦,365,134.0,3室2厅,低,23.0,南,2011-01-01"
"景湾商住楼,226,121.18,4室2厅,高,12.0,南,2005-01-01"
"港湾天际,230,103.0,3室2厅,中,26.0,东南,2024-01-01"
"路福鸿馨园,300,132.0,3室2厅,中,17.0,南,2009-01-01"
"御景龙湖,450,144.49,4室2厅,中,18.0,南北,2014-01-01"
"五洲花城三期,645,145.0,4室2厅,中,32.0,北,2024-01-01"
"中信红树湾南区,3980,537.64,6室2厅,高,44.0,南北,2018-01-01"
"中海滨河湾,390,144.2,3室2厅,低,37.0,南,2010-01-01"
"中信红树湾,798,235.21,5室2厅,低,44.0,南,2013-01-01"
"晴朗新地,172,62.86,2室2厅,高,25.0,南,2009-01-01"
"岭秀城,259,121.64,3室2厅,低,29.0,南北,2018-01-01"
"四季半岛钻石湾,255,98.0,3室2厅,高,29.0,西南,2020-01-01"
"华发琴澳新城银景湾,262.5,105.0,3室2厅,低,32.0,东南,2023-01-01"
"金色九洲,228,104.15,3室2厅,中,11.0,北,2004-01-01"
"万和和府,580,264.0,5室2厅,顶,14.0,东南,2006-01-01"
"华发四季,630,153.94,3室2厅,高,32.0,南,2013-01-01"
"珠光锦程,216,110.0,3室2厅,中,17.0,南北,2020-01-01"
"东方顺景,235,116.5,3室2厅,高,25.0,东南,2006-01-01"
"九洲花园,175,70.0,2室2厅,高,7.0,南,1999-01-01"
"锦绣四季花园一期,120,63.7,2室2厅,中,28.0,南,2018-01-01"
"中信红树湾花园,450,159.55,4室2厅,高,31.0,南北,2012-01-01"
"万科城,220,110.95,4室2厅,高,34.0,南,2017-01-01"
"华发四季半岛水晶湾,188,74.63,2室2厅,高,33.0,东北,2020-01-01"
"盛东·江山赋,375,155.0,3室2厅,中,28.0,南北,2018-01-01"
"华发世纪城四期,289,145.87,3室2厅,中,31.0,东南,2014-01-01"
"时代保利中环广场,265,101.21,3室2厅,中,41.0,南,2021-01-01"
"南油花园,110,55.62,2室2厅,中,7.0,北,1998-01-01"
"华发四季,760,191.0,4室2厅,低,31.0,南,2014-01-01"
"华发琴澳新城四季峰景,350,136.26,4室2厅,高,32.0,南北,2020-01-01"
"中珠九悦,410,135.89,3室2厅,中,26.0,南北,2012-01-01"
"红旗街住宅,120,94.21,3室2厅,顶,8.0,东南,1992-01-01"
"康怡花园,166,84.0,3室2厅,高,7.0,南,2000-01-01"
"时代保利中环广场,293,95.72,3室2厅,低,29.0,南,2017-01-01"
"安景苑,152,77.48,3室2厅,中,7.0,南,1999-01-01"
"华发新城五期,790,310.6,5室2厅,高,29.0,南,2010-01-01"
"金沙美地,358,120.3,4室2厅,中,17.0,南,2011-01-01"
"龙光玖龙湾,332,123.0,4室2厅,中,30.0,南,2022-01-01"
"华发城建四季半岛,300,111.7,3室2厅,低,30.0,南,2020-01-01"
"华发·湾玺壹号,370,129.0,4室2厅,中,31.0,南,2020-01-01"
"时代保利中环广场,229,83.57,3室2厅,高,31.0,西南,2019-01-01"
"中信红树湾,515,171.0,4室2厅,中,32.0,南北,2011-01-01"
"鸿馨园,318,133.58,4室2厅,中,17.0,南北,2007-01-01"
"锦园,288,127.0,3室2厅,低,33.0,东北,2012-01-01"
"尚雅苑,630,277.29,5室2厅,高,17.0,南,2005-01-01"
"富力优派广场,98,102.0,4室2厅,低,21.0,南北,2020-01-01"
"鸿馨园,350,128.21,3室2厅,低,11.0,南,2007-01-01"
"金珠园,450,176.5,5室2厅,高,30.0,南,2007-01-01"
"华发山庄,365,143.86,3室2厅,低,11.0,南北,2016-01-01"
"韵怡湾,236,108.77,3室2厅,高,16.0,西南,2007-01-01"
"绿景喜悦荟,355,125.0,4室2厅,中,32.0,南,2019-01-01"
"中铁·诺德国际,380,108.27,3室2厅,中,27.0,南,2018-01-01"
"荔苑,130,99.09,3室2厅,低,8.0,东,2000-01-01"
"康怡花园,218,133.38,3室2厅,中,7.0,东南,2000-01-01"
"香溪庄一期,143,100.41,3室2厅,中,7.0,南,1995-01-01"
"五洲花城,1000,186.0,5室2厅,中,43.0,南北,2021-01-01"
"熙园,450,161.0,4室2厅,高,11.0,南,2003-01-01"
"华发新城六期,105,40.75,1室1厅,高,28.0,北,2013-01-01"
"绿景喜悦荟,268,97.32,3室2厅,高,30.0,南,2019-01-01"
"绿景玺悦湾,380,123.0,3室2厅,低,19.0,南,2021-01-01"
"嘉年华国际公寓,59.9,42.8,1室1厅,低,29.0,西,2007-01-01"
"优仕雅苑,253,90.69,3室2厅,高,19.0,南,2010-01-01"
"中珠九悦,460,153.7,5室2厅,高,17.0,南北,2012-01-01"
"招商花园城二期,248,87.33,3室2厅,中,24.0,南,2012-01-01"
"棕榈四季,160,92.77,3室2厅,中,20.0,南,2011-01-01"
"二城心作,160,92.15,3室2厅,中,30.0,东南,2018-01-01"
"中珠上城,420,137.0,6室3厅,高,17.0,南,2008-01-01"
"华发新城一期,290,130.0,3室2厅,低,17.0,北,2003-01-01"
"中海富华里,170,81.17,2室2厅,中,29.0,西北,2014-01-01"
"御景国际花园,225,87.1,3室2厅,中,32.0,南,2009-01-01"
"中海环宇城,248,80.57,2室1厅,高,41.0,南北,2020-01-01"
"仁恒星园,630,241.93,6室3厅,底,26.0,南,2008-01-01"
"锦园,383,170.19,3室2厅,底,32.0,东南,2018-01-01"
"国维中央广场,80,37.0,1室2厅,低,33.0,南北,2019-01-01"
"双瑞藏龙湾花园,308,108.0,4室2厅,中,47.0,南,2020-01-01"
"安景苑,152,77.48,3室2厅,中,7.0,南,1999-01-01"
"珠光里程花园,580,127.0,4室2厅,高,31.0,南北,2021-01-01"
"钰海帝景,799,264.14,4室2厅,低,30.0,南,2018-01-01"
"锦绣柠溪,135,81.44,2室2厅,顶,7.0,北,2003-01-01"
"荣泰河庭,400,164.0,4室2厅,中,17.0,南北,2007-01-01"
"君怡花园,340,124.67,3室2厅,低,11.0,南,2002-01-01"
"海湾花园,153,100.13,2室1厅,低,28.0,东南,1996-01-01"
"荣泰河庭,123,79.0,2室2厅,中,11.0,北,2007-01-01"
"华策南湾国际,245,91.34,3室2厅,中,32.0,南,2014-01-01"
"正方南湾首府,163,76.0,3室2厅,底,32.0,南北,2018-01-01"
"华发绿洋山庄,980,299.0,5室2厅,高,28.0,南北,2008-01-01"
"翠华新村北区,168,87.43,3室2厅,中,8.0,南,1997-01-01"
"中海寰宇天下,370,105.0,3室2厅,高,22.0,南北,2020-01-01"
"云顶澜山,160,77.29,2室1厅,低,32.0,南,2011-01-01"
"石竹苑,90,61.44,2室1厅,中,7.0,东,1996-01-01"
"金域华府,320,83.0,3室2厅,中,32.0,南,2015-01-01"
"海愉半岛,340,150.17,4室2厅,中,12.0,南北,2002-01-01"
"华发四季,888,191.0,4室2厅,低,31.0,东南,2014-01-01"
"珠江南湾,140,76.68,2室2厅,高,31.0,西北,2010-01-01"
"华策南湾国际,375,132.42,3室2厅,高,32.0,南,2014-01-01"
"华发城建未来荟,189,89.15,3室2厅,高,39.0,南,2018-01-01"
"华发琴澳新城·四季广,148,46.59,1室1厅,中,44.0,东南,2020-01-01"
"五洲花城二期,920,239.44,5室2厅,高,31.0,南,2013-01-01"
"龙光玖龙湾,299,108.62,3室1厅,中,50.0,东南,2018-01-01"
"金沙美地,270,95.0,3室2厅,高,11.0,南北,2011-01-01"
"华发世纪城二期,238,94.86,2室2厅,低,29.0,北,2007-01-01"
"路福·星光上,170,85.37,2室2厅,低,32.0,南,2021-01-01"
"华发峰景湾,310,116.93,3室2厅,低,31.0,南,2018-01-01"
"华发国际海岸,190,80.0,2室2厅,中,32.0,东,2020-01-01"
"御景国际花园,360,145.96,4室2厅,低,30.0,东,2009-01-01"
"五洲康城,380,179.7,5室2厅,高,11.0,南,2018-01-01"
"恒裕水墨兰亭,410,93.0,3室2厅,低,30.0,南,2016-01-01"
"华发世纪城二期,370,138.84,3室2厅,低,27.0,东,2018-01-01"
"仁恒星园,455,145.21,3室2厅,低,22.0,东南,2009-01-01"
"凤凰谷,845,260.3,4室2厅,低,28.0,东南,2015-01-01"
"金桦城市花园,238,109.63,3室2厅,高,7.0,南,2001-01-01"
"景山茗园,650,243.0,4室3厅,底,4.0,南北,2004-01-01"
"都会四季,210,99.0,4室2厅,高,28.0,南北,2019-01-01"
"锦园,399,151.73,4室2厅,高,33.0,南北,2018-01-01"
"金色九洲,255,128.03,4室2厅,高,17.0,西南,2004-01-01"
"华发琴澳新城四季峰景,220,89.0,3室2厅,低,46.0,南,2020-01-01"
"中信红树湾,798,235.21,5室2厅,低,44.0,南,2013-01-01"
"中信红树湾南区,528,140.85,4室2厅,中,32.0,南北,2015-01-01"
"中信红树湾一期,580,205.85,4室2厅,高,44.0,南北,2012-01-01"
"华发琴澳新城四季峰景,265,105.39,3室2厅,高,27.0,东南,2021-01-01"
